,user_id,age,education_level,children,professional_interests,last_job,gender,country,self_initiative,flexibility,leadership,communication,creativity,customer_orientation,organization,problem_solving,resilience,goal_orientation,job_recommendations,job_ratings,created
86,10840,0.0,Abgeschlossene Ausbildung,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Gesundheit, Soziales, Lehre und Erziehung"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Kauffrau für Büromangement,f,de,56,61,61,56,67,67,61,44,22,50,"http://data.europa.eu/esco/occupation/a603fdd9-31e7-424a-883a-e9f6bf88085a,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,http://data.europa.eu/esco/occupation/30641348-f9f2-4fe5-ab8c-fe6ff9931a54,http://data.europa.eu/esco/occupation/2a226be5-6157-49e9-bd4b-e3b46d55c082","-1,1,1,-1,-1",2024-01-13 14:42:07
87,10844,34.0,Master/Diplom oder vergleichbar,keine,"[""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Pädagogische Mitarbeiterin,f,andere,67,56,56,33,72,33,83,56,67,56,"http://data.europa.eu/esco/occupation/e1416610-ad08-4f37-8b46-9f99632a5c0f,http://data.europa.eu/esco/occupation/0ea5fdff-074c-4094-98b9-04432361e4d9,http://data.europa.eu/esco/occupation/7706342e-c07b-41d3-bc2e-e5c6e96f016f,http://data.europa.eu/esco/occupation/6630d23f-4c8e-4855-abb0-8ca1e72c74ba,http://data.europa.eu/esco/occupation/066fe11d-10e4-4fec-bd27-3e78797500b9","0,0,0,0,0",2024-01-14 19:59:51
88,10845,36.0,Master/Diplom oder vergleichbar,keine,"[""Naturwissenschaft, Geografie und Informatik"",""Land-, Forst- und Tierwirtschaft und Gartenbau""]",Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte,f,andere,78,78,72,78,72,67,78,44,67,72,"http://data.europa.eu/esco/occupation/207d5c25-46fe-401c-b32f-551684e9a8ea,http://data.europa.eu/esco/occupation/81f8ea60-41d4-434a-b0fc-f870e83e7e27,http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,http://data.europa.eu/esco/occupation/dd935705-d703-40ba-9ba7-2a8a2b7651b4,http://data.europa.eu/esco/occupation/c3760388-d070-491a-9c1f-be305a576815","0,0,0,0,0",2024-01-14 21:23:57
89,10846,43.0,Bachelor oder vergleichbar,drei Kinder,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Datenanalytiker/Datenanalytikerin,m,andere,100,83,94,89,89,94,100,83,39,100,"http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486,http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,http://data.europa.eu/esco/occupation/dd25a2b0-add0-4ae2-bd85-bb644e0d0c39,http://data.europa.eu/esco/occupation/371885b5-0f93-406f-b96a-58ecd5bbc3ce,http://data.europa.eu/esco/occupation/2b48a4cd-2333-4abf-ac3e-6f63d6ed3663","0,0,0,1,1",2024-01-14 22:07:12
90,10848,50.0,Abgeschlossene Ausbildung,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Bürokauffrau ,f,de,83,67,94,94,72,100,100,83,61,67,"http://data.europa.eu/esco/occupation/56bff5e1-3c76-4f45-b50e-e3a59bf1053e,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,http://data.europa.eu/esco/occupation/c227dcff-dd84-487e-a171-da3d919129bb,http://data.europa.eu/esco/occupation/88c55070-444a-45db-abe3-7b95c40bc9ec,http://data.europa.eu/esco/occupation/9a26d76b-b9e3-46ae-ab4b-057a1262138b","0,0,0,0,0",2024-01-15 11:31:38
91,10849,49.0,Abgeschlossene Ausbildung,keine,"[""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",floristin,f,de,61,56,56,56,67,78,83,61,67,72,"http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7,http://data.europa.eu/esco/occupation/b69d9b94-a40c-434d-af8f-e584257314f6,http://data.europa.eu/esco/occupation/0458929a-f6c9-40ed-8ce3-caa9f03a6b5b,http://data.europa.eu/esco/occupation/ab104661-db96-4752-8c84-97d98f6e8969,http://data.europa.eu/esco/occupation/9f686e81-c236-42cb-b848-1918eb36e16a","0,1,1,1,1",2024-01-15 11:34:28
92,10850,35.0,Master/Diplom oder vergleichbar,drei Kinder,"[""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Kulturmanager/Kulturmanagerin,f,de,89,83,94,61,61,83,89,39,61,72,"http://data.europa.eu/esco/occupation/e53e1bd8-7316-4fab-9338-c6a66f50e5b7,http://data.europa.eu/esco/occupation/656674ac-9d4e-4a91-963f-c0b6edfd55a4,http://data.europa.eu/esco/occupation/146f2c99-3f8b-4856-95ba-3ecfea681809,http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7,http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523","-1,-1,-1,-1,-1",2024-01-15 11:59:23
93,10852,60.0,Volks-/Hauptschulabschluss oder vergleichbar,ein Kind,"[""Verkehr, Logistik, Schutz und Sicherheit""]",Fachkraft für Arbeitssicherheit,m,de,83,83,89,83,83,83,89,89,67,72,,,2024-01-15 13:38:39
94,10853,42.0,Master/Diplom oder vergleichbar,keine,"[""Verkehr, Logistik, Schutz und Sicherheit"",""Militär"",""Naturwissenschaft, Geografie und Informatik"",""Bau, Architektur, Vermessung und Gebäudetechnik"",""Rohstoffgewinnung, Produktion und Fertigung""]",Softwareentwickler/Softwareentwicklerin,m,de,83,89,94,83,89,94,89,78,67,83,"http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486,http://data.europa.eu/esco/occupation/812276dd-95ea-428b-b05e-a61c4089063c,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,http://data.europa.eu/esco/occupation/776837b1-6f6b-4014-8330-d56918303e93,http://data.europa.eu/esco/occupation/2b48a4cd-2333-4abf-ac3e-6f63d6ed3663","1,-1,-1,1,-1",2024-01-15 14:00:59
95,10854,39.0,Abgeschlossene Ausbildung,zwei Kinder,"[""Naturwissenschaft, Geografie und Informatik""]",ADTV Tanzleher,m,de,89,56,94,67,78,89,89,61,44,89,"http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7,http://data.europa.eu/esco/occupation/8f9b20ff-86b3-478c-8054-73a220973d6f,http://data.europa.eu/esco/occupation/1d6fbb43-f4c7-4839-8099-55eae5d424a5,http://data.europa.eu/esco/occupation/44cd9d91-5552-4735-86b8-4b2c5d39efc8,http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523","0,0,0,0,0",2024-01-15 14:06:34
96,10858,550.0,Volks-/Hauptschulabschluss oder vergleichbar,keine,"[""Gesundheit, Soziales, Lehre und Erziehung""]",Hausfrau,f,de,39,56,56,56,56,44,28,44,28,39,"http://data.europa.eu/esco/occupation/fb6df00f-4810-442b-8f93-89b9580c7c9f,http://data.europa.eu/esco/occupation/7d599049-d15a-4fda-afe9-b334b0614ec7,http://data.europa.eu/esco/occupation/1cd93859-d796-4559-90c4-4b4597cd6e54,http://data.europa.eu/esco/occupation/bc61af54-0c3b-411c-a434-4b0d23c6fcce,http://data.europa.eu/esco/occupation/384ed128-e86e-4dd8-96ff-b6e6657cb027","0,0,0,0,-1",2024-01-16 08:39:56
97,10859,27.0,(Fach-)Abitur oder vergleichbar,keine,"[""Naturwissenschaft, Geografie und Informatik""]",First Layer Support,m,de,72,72,83,89,78,94,83,72,78,89,"http://data.europa.eu/esco/occupation/c227dcff-dd84-487e-a171-da3d919129bb,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,http://data.europa.eu/esco/occupation/c7f5cab7-7cfb-47d7-890c-6b9c00a9eaaf,http://data.europa.eu/esco/occupation/c90e5009-37f2-4dcd-aea2-362fc817bc98,http://data.europa.eu/esco/occupation/394bdd9b-3ee8-43a9-b943-442ce146bb21","0,0,0,0,0",2024-01-16 10:51:16
98,10860,0.0,(Werk-)Realschulabschluss oder vergleichbar,keine,"[""Rohstoffgewinnung, Produktion und Fertigung"",""Bau, Architektur, Vermessung und Gebäudetechnik""]",CNC-Fräser/CNC-Fräserin,m,andere,83,83,78,67,78,83,83,78,67,72,"http://data.europa.eu/esco/occupation/849a656c-8559-4471-91ed-442c42b0b641,http://data.europa.eu/esco/occupation/e614861b-4685-4699-a12d-965cdd65ec64,http://data.europa.eu/esco/occupation/a6517365-211c-456d-aca4-1a0115c7b1e1,http://data.europa.eu/esco/occupation/bf367464-950a-416c-98b1-52b9d571550e,http://data.europa.eu/esco/occupation/373db468-bd25-4b67-a6e0-4ac79d9a9e85","1,1,-1,1,1",2024-01-16 11:22:40
99,10861,58.0,Abgeschlossene Ausbildung,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Gesundheit, Soziales, Lehre und Erziehung"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Verkehr, Logistik, Schutz und Sicherheit""]",Geschäftsführer/Geschäftsführerin,m,andere,100,94,94,89,94,94,89,78,72,83,"http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b,http://data.europa.eu/esco/occupation/09c2b506-cefa-4ba3-b868-a9c2bc4fc6f1,http://data.europa.eu/esco/occupation/0af6fc82-8e5e-46c6-a4ca-a672ecf7704c,http://data.europa.eu/esco/occupation/776837b1-6f6b-4014-8330-d56918303e93,http://data.europa.eu/esco/occupation/812276dd-95ea-428b-b05e-a61c4089063c","-1,-1,1,-1,1",2024-01-16 11:33:20
100,10863,22.0,Abgeschlossene Ausbildung,keine,"[""Land-, Forst- und Tierwirtschaft und Gartenbau"",""Bau, Architektur, Vermessung und Gebäudetechnik"",""Verkehr, Logistik, Schutz und Sicherheit"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Kauffrau für Büromanagement ,f,andere,89,83,89,83,94,28,94,61,67,100,"http://data.europa.eu/esco/occupation/511f366c-ba41-4826-9622-8cda6d6e3b91,http://data.europa.eu/esco/occupation/6b0ad7c0-a37f-45c6-a486-ee943a11429e,http://data.europa.eu/esco/occupation/4ae470fc-bcf8-4704-abd5-e086ebb1552c,http://data.europa.eu/esco/occupation/f8d14b95-6a36-4290-b226-2342e236406e,http://data.europa.eu/esco/occupation/aab8009a-5759-4f52-8865-6cc657b1f099","-1,-1,-1,-1,-1",2024-01-16 13:11:32
101,10864,54.0,(Fach-)Abitur oder vergleichbar,keine,"[""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Gesundheit, Soziales, Lehre und Erziehung"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Geschäftsführer/Geschäftsführerin,f,andere,100,100,100,100,89,100,100,89,72,100,"http://data.europa.eu/esco/occupation/c7f5cab7-7cfb-47d7-890c-6b9c00a9eaaf,http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b,http://data.europa.eu/esco/occupation/31db6bd9-ee84-4a57-ac9e-87e243ba1c69,http://data.europa.eu/esco/occupation/0af6fc82-8e5e-46c6-a4ca-a672ecf7704c,http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486","0,0,0,0,0",2024-01-16 14:27:39
102,10865,36.0,Abgeschlossene Ausbildung,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Naturwissenschaft, Geografie und Informatik""]",Call-Center-Agent,m,de,78,72,83,100,89,100,94,83,61,83,"http://data.europa.eu/esco/occupation/a580e79a-b752-49c1-b033-b5ab2b34bfba,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,http://data.europa.eu/esco/occupation/c227dcff-dd84-487e-a171-da3d919129bb,http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,http://data.europa.eu/esco/occupation/56bff5e1-3c76-4f45-b50e-e3a59bf1053e","-1,-1,-1,-1,-1",2024-01-16 14:46:39
103,10862,33.0,Abgeschlossene Ausbildung,keine,"[""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Gesundheit, Soziales, Lehre und Erziehung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Naturwissenschaft, Geografie und Informatik""]",Kundenerfahrungsmanager/Kundenerfahrungsmanagerin,m,de,39,44,61,22,61,44,67,39,28,33,"http://data.europa.eu/esco/occupation/26a86453-4236-49a3-ae3a-313c1cacb5ff,http://data.europa.eu/esco/occupation/36b11444-8634-4194-b679-ed302acdfb22,http://data.europa.eu/esco/occupation/bc61af54-0c3b-411c-a434-4b0d23c6fcce,http://data.europa.eu/esco/occupation/3df28a39-9bfe-4e36-b394-a189ef967a74,http://data.europa.eu/esco/occupation/31808988-fc0a-4bc3-9e47-27216d6759f5","-1,-1,-1,-1,-1",2024-01-16 15:18:22
104,10867,58.0,Abgeschlossene Ausbildung,zwei Kinder,"[""Verkehr, Logistik, Schutz und Sicherheit""]",Hausverwalter/Hausverwalterin,m,de,67,67,78,83,67,83,83,67,61,67,"http://data.europa.eu/esco/occupation/66dc9349-6ca3-4ce4-9865-40686234d752,http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f,http://data.europa.eu/esco/occupation/3417aab3-8b87-4c3b-bee6-be03fe05be2b,http://data.europa.eu/esco/occupation/9a26d76b-b9e3-46ae-ab4b-057a1262138b,http://data.europa.eu/esco/occupation/fa6bd9e9-9631-4abe-b2f8-fad7bf8a819d","0,0,0,0,0",2024-01-16 16:27:44
105,10715,34.0,Master/Diplom oder vergleichbar,keine,"[""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur"",""Gesundheit, Soziales, Lehre und Erziehung"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Bau, Architektur, Vermessung und Gebäudetechnik"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Wissenschaftlicher Mitarbeiter/Wissenschaftliche Mitarbeiterin,m,de,89,67,94,94,89,78,78,39,50,78,,,2024-01-16 17:36:39
106,10869,30.0,(Werk-)Realschulabschluss oder vergleichbar,keine,"[""Verkehr, Logistik, Schutz und Sicherheit""]",Verkaufskräfte in Handelsgeschäften,m,de,100,78,100,89,83,83,89,72,56,83,"http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,http://data.europa.eu/esco/occupation/c85e39a4-2c40-413f-a171-45907ecdd599","0,0",2024-01-16 17:36:50
107,10871,39.0,Volks-/Hauptschulabschluss oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Gesundheit, Soziales, Lehre und Erziehung""]",Pflegehelfer/Pflegehelferin,f,de,50,61,61,67,61,78,72,67,67,67,"http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30,http://data.europa.eu/esco/occupation/aecb033a-2be8-459c-bbdc-87bbae922894,http://data.europa.eu/esco/occupation/b69d9b94-a40c-434d-af8f-e584257314f6,http://data.europa.eu/esco/occupation/2a2da883-8af5-4b98-832e-00e6681b22c3,http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439","0,0,0,0,0",2024-01-16 17:58:06
108,10873,0.0,Volks-/Hauptschulabschluss oder vergleichbar,ein Kind,"[""Bau, Architektur, Vermessung und Gebäudetechnik"",""Militär""]",Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte,m,andere,89,78,72,78,72,94,83,61,67,89,"http://data.europa.eu/esco/occupation/8f9b20ff-86b3-478c-8054-73a220973d6f,http://data.europa.eu/esco/occupation/1999bdfa-f9c4-4a0b-8565-0305108ca65e,http://data.europa.eu/esco/occupation/32ac76f6-20a0-469e-8cac-e68634087dd3,http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,http://data.europa.eu/esco/occupation/69e4e877-9d7a-4df0-973b-34defd318e26","1,1,1,1,1",2024-01-16 18:01:02
109,10872,50.0,Master/Diplom oder vergleichbar,ein Kind,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Kaufmännischer Leiter/Kaufmännische Leiterin,m,de,89,78,89,78,89,89,83,72,78,78,"http://data.europa.eu/esco/occupation/16d7bae5-503e-4e19-bc8b-619c9bcf5c4f,http://data.europa.eu/esco/occupation/0a5001af-ce4b-4787-92e8-62af70089e53,http://data.europa.eu/esco/occupation/22799921-76a1-44c4-a7c3-c6a548e8ad85,http://data.europa.eu/esco/occupation/812276dd-95ea-428b-b05e-a61c4089063c,http://data.europa.eu/esco/occupation/2b48a4cd-2333-4abf-ac3e-6f63d6ed3663","-1,-1,-1,-1,-1",2024-01-16 18:04:08
110,10874,35.0,Abgeschlossene Ausbildung,ein Kind,"[""Land-, Forst- und Tierwirtschaft und Gartenbau"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Gesundheit, Soziales, Lehre und Erziehung""]",Stallgehilfe,f,de,100,94,89,83,94,89,100,78,67,83,"http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486,http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b,http://data.europa.eu/esco/occupation/2b48a4cd-2333-4abf-ac3e-6f63d6ed3663,http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974,http://data.europa.eu/esco/occupation/31db6bd9-ee84-4a57-ac9e-87e243ba1c69","0,0,0,0,0",2024-01-16 20:48:52
111,10875,50.0,(Fach-)Abitur oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Call-Center-Qualitätsprüfer/Call-Center-Qualitätsprüferin,f,de,72,67,83,61,67,94,67,50,33,61,"http://data.europa.eu/esco/occupation/e575efca-c3e4-43fe-8c46-327d310f795e,http://data.europa.eu/esco/occupation/53ed8787-3423-4843-8c63-7be1877d29e2,http://data.europa.eu/esco/occupation/af69484e-b43f-4685-b22d-f3418df45c4d,http://data.europa.eu/esco/occupation/976c7f50-7f9e-4347-bbb9-f0dc842046a3,http://data.europa.eu/esco/occupation/cf9b6da9-3a59-4780-bec9-500b148b8878","-1,-1,-1,-1,-1",2024-01-17 08:07:29
112,10876,28.0,(Werk-)Realschulabschluss oder vergleichbar,ein Kind,"[""Bau, Architektur, Vermessung und Gebäudetechnik""]","Metallarbeiter, Mechaniker und verwandte Berufe",m,de,100,100,100,100,100,100,100,94,78,100,"http://data.europa.eu/esco/occupation/31db6bd9-ee84-4a57-ac9e-87e243ba1c69,http://data.europa.eu/esco/occupation/09c2b506-cefa-4ba3-b868-a9c2bc4fc6f1,http://data.europa.eu/esco/occupation/b9b47087-6045-405d-b769-6a0c94e2eb84,http://data.europa.eu/esco/occupation/0af6fc82-8e5e-46c6-a4ca-a672ecf7704c,http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b","1,1,0,1,1",2024-01-17 09:38:12
113,10878,51.0,Volks-/Hauptschulabschluss oder vergleichbar,keine,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Telefonische Kundenbetreuung ,f,de,72,72,83,78,83,94,83,72,78,83,"http://data.europa.eu/esco/occupation/0a5001af-ce4b-4787-92e8-62af70089e53,http://data.europa.eu/esco/occupation/16d7bae5-503e-4e19-bc8b-619c9bcf5c4f,http://data.europa.eu/esco/occupation/a9411821-4f54-406e-ba37-4c6e5a39f9fe,http://data.europa.eu/esco/occupation/394bdd9b-3ee8-43a9-b943-442ce146bb21,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4","0,0,0,-1,0",2024-01-17 10:39:58
114,10877,35.0,Master/Diplom oder vergleichbar,keine,"[""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur"",""Gesundheit, Soziales, Lehre und Erziehung"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Lehrerin,f,andere,72,67,72,67,61,83,89,67,61,72,"http://data.europa.eu/esco/occupation/3e0b4b9b-b624-4ceb-9bc9-9627cdfb0b81,http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f,http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7,http://data.europa.eu/esco/occupation/219e7fdd-5889-4517-9e86-620a12d535aa,http://data.europa.eu/esco/occupation/55f001af-fa48-4c0c-a7e5-fc69babe3d45","-1,-1,-1,-1,-1",2024-01-17 11:09:32
115,10879,52.0,Master/Diplom oder vergleichbar,keine,"[""Naturwissenschaft, Geografie und Informatik""]",Automobilingenieur/Automobilingenieurin,m,de,67,72,72,67,67,67,78,61,61,67,"http://data.europa.eu/esco/occupation/5d5fde2c-47ce-4dcd-99f0-ba651b7b908f,http://data.europa.eu/esco/occupation/ed096599-56a9-443d-9683-8a92f58aa894,http://data.europa.eu/esco/occupation/0763c810-8ac6-4e39-867d-780a11af26e0,http://data.europa.eu/esco/occupation/3f32394b-f1b1-48ef-96ee-74405fb7c6b6,http://data.europa.eu/esco/occupation/2edd910a-e53e-44ee-b8c2-09e9f9d0395b","0,0,0,0,0",2024-01-17 11:23:47
116,10880,0.0,(Werk-)Realschulabschluss oder vergleichbar,zwei Kinder,"[""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur"",""Naturwissenschaft, Geografie und Informatik"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",IT-Projektmanager/IT-Projektmanagerin,m,de,78,94,72,83,94,72,89,72,67,83,"http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974,http://data.europa.eu/esco/occupation/f8f34041-3640-41a9-852e-c5a7574de780,http://data.europa.eu/esco/occupation/45f8504d-24ac-4bcd-8692-a93acc74204c,http://data.europa.eu/esco/occupation/8bd74371-1818-47d5-a253-d703c51c5f26,http://data.europa.eu/esco/occupation/371885b5-0f93-406f-b96a-58ecd5bbc3ce","0,0,0,0,0",2024-01-17 12:41:03
117,10882,40.0,(Fach-)Abitur oder vergleichbar,zwei Kinder,"[""Gesundheit, Soziales, Lehre und Erziehung""]",systemischerBerater,f,de,83,78,89,94,78,100,94,78,61,72,"http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,http://data.europa.eu/esco/occupation/c227dcff-dd84-487e-a171-da3d919129bb,http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,http://data.europa.eu/esco/occupation/56bff5e1-3c76-4f45-b50e-e3a59bf1053e,http://data.europa.eu/esco/occupation/69e4e877-9d7a-4df0-973b-34defd318e26","-1,-1,-1,-1,-1",2024-01-17 14:16:32
118,10883,59.0,Abgeschlossene Ausbildung,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Gesundheit, Soziales, Lehre und Erziehung"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Bürokräfte und verwandte Berufe,,de,67,50,83,61,67,72,83,50,44,67,"http://data.europa.eu/esco/occupation/2a226be5-6157-49e9-bd4b-e3b46d55c082,http://data.europa.eu/esco/occupation/02e19186-458f-40eb-9e78-31c656d12ac7,http://data.europa.eu/esco/occupation/1e55f5e3-2f02-434b-997b-9a9f3eb745e8,http://data.europa.eu/esco/occupation/b206a740-c7eb-407d-9cdb-93502368c4d8,http://data.europa.eu/esco/occupation/a603fdd9-31e7-424a-883a-e9f6bf88085a","-1,-1,-1,-1,-1",2024-01-17 16:00:47
119,10884,55.0,(Werk-)Realschulabschluss oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Führungskräfte,f,de,78,72,83,100,83,100,100,61,78,78,"http://data.europa.eu/esco/occupation/3530b443-d2bf-4741-b771-12c77e7c6232,http://data.europa.eu/esco/occupation/88c55070-444a-45db-abe3-7b95c40bc9ec,http://data.europa.eu/esco/occupation/3e6488b6-3ca5-46b9-b380-5cd251d24824,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,http://data.europa.eu/esco/occupation/c227dcff-dd84-487e-a171-da3d919129bb","0,0,0,0,0",2024-01-17 16:09:07
120,10885,42.0,Abgeschlossene Ausbildung,keine,"[""Bau, Architektur, Vermessung und Gebäudetechnik"",""Gesundheit, Soziales, Lehre und Erziehung"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Einzelhandelskauffrau ,f,de,89,72,56,56,72,56,56,72,44,61,"http://data.europa.eu/esco/occupation/b997a091-23b3-4f87-a6bc-bdbea2f609ae,http://data.europa.eu/esco/occupation/4542ff68-f809-4ba1-857c-fd26d0914eaa,http://data.europa.eu/esco/occupation/5df63943-f1bc-4438-90f1-92768a7a23c8,http://data.europa.eu/esco/occupation/842d4d83-7e18-493a-a4a6-3f2a36504b18,http://data.europa.eu/esco/occupation/1ee1b792-4d5f-4555-be4e-ce7e4c05d1a9","0,0,0,0,0",2024-01-17 17:21:11
121,10886,38.0,(Werk-)Realschulabschluss oder vergleichbar,keine,"[""Bau, Architektur, Vermessung und Gebäudetechnik"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Immobilienverwalter/Immobilienverwalterin,m,de,100,100,100,100,89,94,83,72,67,83,"http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b,http://data.europa.eu/esco/occupation/776837b1-6f6b-4014-8330-d56918303e93,http://data.europa.eu/esco/occupation/09c2b506-cefa-4ba3-b868-a9c2bc4fc6f1,http://data.europa.eu/esco/occupation/812276dd-95ea-428b-b05e-a61c4089063c,http://data.europa.eu/esco/occupation/6afe39e2-2674-45db-b05c-a6cab02fe25b","-1,-1,-1,-1,1",2024-01-17 19:28:33
